Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,About City,Weather,Continent,Type of City,Type of Tourism
382,Bogotá,1/6/2023,1/8/2023,2,Traveler 92 382,24,Male,Australian,Hostel,1189,Train,243,Australia is a renowned city known for its vibrant culture and rich history.,Rainy,South America,Desert,Archaeological
383,Florence,1/4/2023,1/17/2023,13,Traveler 93 383,59,Female,Canadian,Hostel,1391,Flight,1128,"Sydney, Australia is a renowned city known for its vibrant culture and rich history.",Cold,Africa,Urban,Environmental
384,Warsaw,8/27/2023,9/3/2023,7,Traveler 94 384,37,Male,Japanese,Hostel,1600,Car Rental,1018,"Amsterdam, Netherlands is a renowned city known for its vibrant culture and rich history.",Moisture,Australia,Rural,Sports
385,Dhaka,3/1/2023,3/5/2023,4,Traveler 95 385,43,Male,Australian,Hotel,1666,Car Rental,711,"Bangkok, Thailand is a renowned city known for its vibrant culture and rich history.",Dry,Europe,Archaeological,Cultural
386,Reykjavik,5/9/2023,5/21/2023,12,Traveler 96 386,36,Male,Chinese,Hotel,1474,Train,1199,"Rome, Italy is a renowned city known for its vibrant culture and rich history.",Hot,Asia,Coastal,Therapeutic
387,Copenhagen,8/17/2023,8/22/2023,5,Traveler 97 387,38,Male,British,Hotel,1955,Bus,931,"Phuket is among the world’s finest beach destinations, with fine white sands, nodding palm trees, glittering seas and lively towns.",Rainy,North America,Desert,Recreational
388,San Francisco,2/17/2023,2/20/2023,3,Traveler 98 388,21,Female,Chinese,Hostel,226,Car Rental,1283,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Cold,South America,Urban,Religious
389,Kyoto,6/16/2023,6/27/2023,11,Traveler 99 389,23,Female,Canadian,Resort,1547,Flight,1471,"Dubai, United Arab Emirates is a renowned city known for its vibrant culture and rich history.",Moisture,Africa,Rural,Archaeological
390,Amman,2/24/2023,3/10/2023,14,Traveler 100 390,62,Female,Canadian,Hotel,433,Train,324,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Dry,Australia,Archaeological,Environmental
391,Barcelona,5/1/2023,5/8/2023,7,John Smith 391,35,Male,American,Hotel,1200,Flight,600,"London, the capital of England and the United Kingdom, is a 21st-century city with history stretching back to Roman times.",Hot,Europe,Coastal,Sports
392,Melbourne,6/15/2023,6/20/2023,5,Jane Doe 392,28,Female,Canadian,Resort,800,Flight,500,"Phuket is among the world’s finest beach destinations, with fine white sands, nodding palm trees, glittering seas and lively towns.",Rainy,Asia,Desert,Cultural
393,Algiers,7/1/2023,7/8/2023,7,David Lee 393,45,Male,Korean,Villa,1000,Flight,700,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Cold,North America,Urban,Therapeutic
394,Lima,8/15/2023,8/29/2023,14,Sarah Johnson 394,29,Female,British,Hotel,2000,Flight,1000,"New York City comprises 5 boroughs sitting where the Hudson River meets the Atlantic Ocean, with iconic sites like the Empire State Building and Central Park.",Moisture,South America,Rural,Recreational
395,Amsterdam,9/10/2023,9/17/2023,7,Kim Nguyen 395,26,Female,Vietnamese,Airbnb,700,Flight,200,"Tokyo, Japan’s busy capital, mixes the ultramodern and the traditional, from neon-lit skyscrapers to historic temples.",Dry,Africa,Archaeological,Religious
396,Colombo,10/5/2023,10/10/2023,5,Michael Brown 396,42,Male,American,Hotel,1500,Flight,800,"Paris, France is a renowned city known for its vibrant culture and rich history.",Hot,Australia,Coastal,Archaeological
397,Beirut,11/20/2023,11/30/2023,10,Emily Davis 397,33,Female,Australian,Hostel,500,Flight,1200,"Sydney, Australia is a renowned city known for its vibrant culture and rich history.",Rainy,Europe,Desert,Environmental
398,Jakarta,1/5/2024,1/12/2024,7,Lucas Santos 398,25,Male,Brazilian,Airbnb,900,Flight,600,"Rio de Janeiro, Brazil is a renowned city known for its vibrant culture and rich history.",Cold,Asia,Urban,Sports
399,Quito,2/14/2024,2/21/2024,7,Laura Janssen 399,31,Female,Dutch,Hotel,1200,Flight,200,"Amsterdam, Netherlands is a renowned city known for its vibrant culture and rich history.",Moisture,North America,Rural,Cultural
400,Oslo,3/10/2024,3/17/2024,7,Mohammed Ali 400,39,Male,Emirati,Resort,2500,Flight,800,"Dubai, United Arab Emirates is a renowned city known for its vibrant culture and rich history.",Dry,South America,Archaeological,Therapeutic
401,Shanghai,4/1/2024,4/8/2024,7,Ana Hernandez 401,27,Female,Mexican,Hotel,1000,Flight,500,"Cancun is known for its beaches, numerous resorts, and nightlife.",Hot,Africa,Coastal,Recreational
402,Vancouver,5/15/2024,5/22/2024,7,Carlos Garcia 402,36,Male,Spanish,Airbnb,800,Flight,100,"Barcelona, the cosmopolitan capital of Spain’s Catalonia region, is known for its art and architecture.",Rainy,Australia,Desert,Religious
403,Chicago,6/10/2024,6/18/2024,8,Lily Wong 403,29,Female,Chinese,Resort,3000,Flight,1200,"Honolulu, Hawaii is a renowned city known for its vibrant culture and rich history.",Cold,Europe,Urban,Archaeological
404,Mumbai,7/1/2024,7/10/2024,9,Hans Mueller 404,48,Male,German,Hotel,1400,Flight,700,"Berlin, Germany is a renowned city known for its vibrant culture and rich history.",Moisture,Asia,Rural,Environmental
405,Doha,8/20/2024,8/27/2024,7,Fatima Khouri 405,26,Female,Moroccan,Riad,600,Flight,400,"Marrakech, Morocco is a renowned city known for its vibrant culture and rich history.",Dry,North America,Archaeological,Sports
406,São Paulo,9/5/2024,9/12/2024,7,James MacKenzie 406,32,Male,Scottish,Hotel,900,Flight,150,"Edinburgh, Scotland is a renowned city known for its vibrant culture and rich history.",Hot,South America,Coastal,Cultural
407,Tegucigalpa,8/15/2023,8/25/2023,10,Michael Chang 407,28,Male,Chinese,Resort,"$1,500 ",Flight,$700 ,Bali is a renowned city known for its vibrant culture and rich history.,Rainy,Africa,Desert,Therapeutic
408,Venice,7/22/2023,7/28/2023,6,Olivia Rodriguez 408,35,Female,British,Hotel,"$1,200 ",Flight,$150 ,London is a renowned city known for its vibrant culture and rich history.,Cold,Australia,Urban,Recreational
409,Fes,10/5/2023,10/15/2023,10,Kenji Nakamura 409,45,Male,Japanese,Hotel,"$1,200 ",Flight,$800 ,Tokyo is a renowned city known for its vibrant culture and rich history.,Moisture,Europe,Rural,Religious
410,Athens,12/5/2023,12/12/2023,7,James Wilson 410,32,Male,Australian,Hotel,"$1,000 ",Flight,$600 ,Sydney is a renowned city known for its vibrant culture and rich history.,Dry,Asia,Archaeological,Archaeological
411,Phuket,12/22/2023,12/28/2023,6,Lily Nguyen 411,24,Female,Vietnamese,Hotel,"$1,400 ",Flight,$100 ,Paris is a renowned city known for its vibrant culture and rich history.,Hot,North America,Coastal,Environmental
412,Bali,8/1/2023,8/10/2023,9,David Kim 412,34,Male,Korean,Resort,"$2,000 ",Flight,$800 ,Hawaii is a renowned city known for its vibrant culture and rich history.,Rainy,South America,Desert,Sports
413,Rio de Janeiro,10/20/2023,10/28/2023,8,Maria Garcia 413,31,Female,Spanish,Hotel,"$1,100 ",Flight,$150 ,Barcelona is a renowned city known for its vibrant culture and rich history.,Cold,Africa,Urban,Cultural
414,Cancun,8/20/2022,9/2/2022,13,Emma Davis 414,28,Female,British,Hotel,"$1,000 ",Flight,$500 ,Australia is a renowned city known for its vibrant culture and rich history.,Moisture,Australia,Rural,Therapeutic
415,Honolulu,6/12/2022,6/19/2022,7,Mia Johnson 415,25,Female,American,Hotel,1400,Flight,600,"Paris, France is a renowned city known for its vibrant culture and rich history.",Dry,Europe,Archaeological,Recreational
416,Hawaii,1/2/2023,1/9/2023,7,Adam Lee 416,33,Male,Canadian,Airbnb,800,Flight,150,"Sydney, Australia is a renowned city known for its vibrant culture and rich history.",Hot,Asia,Coastal,Religious
417,Australia,12/10/2022,12/18/2022,8,Sarah Wong 417,28,Female,Chinese,Hostel,500,Flight,900,"Tokyo, Japan’s busy capital, mixes the ultramodern and the traditional, from neon-lit skyscrapers to historic temples.",Rainy,North America,Desert,Archaeological
418,New York City,7/1/2023,7/8/2023,7,John Smith 418,45,Male,American,Resort,2200,Flight,800,"Cancun is known for its beaches, numerous resorts, and nightlife.",Cold,South America,Urban,Environmental
419,Zurich,11/20/2022,11/27/2022,7,Maria Silva 419,30,Female,Brazilian,Hotel,1200,Flight,700,"Rio de Janeiro, Brazil is a renowned city known for its vibrant culture and rich history.",Moisture,Africa,Rural,Sports
420,Hamburg,3/5/2023,3/12/2023,7,Peter Brown 420,55,Male,British,Airbnb,900,Flight,100,"London, the capital of England and the United Kingdom, is a 21st-century city with history stretching back to Roman times.",Dry,Australia,Archaeological,Cultural
421,Frankfurt,8/18/2023,8/25/2023,7,Emma Garcia 421,27,Female,Spanish,Hostel,600,Flight,600,"Barcelona, the cosmopolitan capital of Spain’s Catalonia region, is known for its art and architecture.",Hot,Europe,Coastal,Therapeutic
422,Abu Dhabi,9/15/2022,9/22/2022,7,Michael Davis 422,41,Male,American,Hotel,1500,Flight,500,"New York City, USA is a renowned city known for its vibrant culture and rich history.",Rainy,Asia,Desert,Recreational
423,Kuala Lumpur,5/1/2023,5/7/2023,6,Nina Patel 423,29,Female,Indian,Airbnb,500,Flight,50,"Bangkok, Thailand is a renowned city known for its vibrant culture and rich history.",Cold,North America,Urban,Religious
424,Bratislava,7/10/2022,7/17/2022,7,Kevin Kim 424,24,Male,Korean,Hostel,400,Flight,150,"Vancouver, Canada is a renowned city known for its vibrant culture and rich history.",Moisture,South America,Rural,Archaeological
425,Lyon,6/20/2023,6/28/2023,8,Laura van den Berg 425,31,Female,Dutch,Hotel,1100,Flight,700,"Amsterdam, Netherlands is a renowned city known for its vibrant culture and rich history.",Dry,Africa,Archaeological,Environmental
426,Geneva,8/15/2023,8/22/2023,7,Jennifer Nguyen 426,31,Female,Canadian,Hotel,"$1,200 ",Flight,$300 ,"Paris, France is a renowned city known for its vibrant culture and rich history.",Hot,Australia,Coastal,Sports
427,Naples,10/10/2023,10/20/2023,10,David Kim 427,25,Male,American,Hostel,$500 ,Flight,$100 ,"Tokyo, Japan’s busy capital, mixes the ultramodern and the traditional, from neon-lit skyscrapers to historic temples.",Rainy,Europe,Desert,Cultural
428,Valencia,11/5/2023,11/12/2023,7,Rachel Lee 428,27,Female,South Korean,Airbnb,$900 ,Flight,$200 ,"Sydney, AUS is a renowned city known for its vibrant culture and rich history.",Cold,Asia,Urban,Therapeutic
429,Salzburg,12/24/2023,12/31/2023,7,Jessica Wong 429,28,Female,Canadian,Hotel,"$1,400 ",Flight,$800 ,"New York City comprises 5 boroughs sitting where the Hudson River meets the Atlantic Ocean, with iconic sites like the Empire State Building and Central Park.",Moisture,North America,Rural,Recreational
430,Split,1/15/2024,1/24/2024,9,Felipe Almeida 430,30,Male,Brazilian,Airbnb,$800 ,Flight,$150 ,"Rio de Janeiro, Brazil is a renowned city known for its vibrant culture and rich history.",Dry,South America,Archaeological,Religious
431,Rabat,2/1/2024,2/9/2024,8,Nisa Patel 431,23,Female,Indian,Hostel,$400 ,Flight,$50 ,"Bangkok, Thailand is a renowned city known for its vibrant culture and rich history.",Hot,Africa,Coastal,Archaeological
432,Giza,3/15/2024,3/23/2024,8,Ben Smith 432,35,Male,British,Hotel,"$1,000 ",Flight,$200 ,"London, the capital of England and the United Kingdom, is a 21st-century city with history stretching back to Roman times.",Rainy,Australia,Desert,Environmental
433,Jerusalem,4/5/2024,4/13/2024,8,Laura Gomez 433,29,Female,Spanish,Airbnb,$700 ,Flight,$250 ,"Barcelona, the cosmopolitan capital of Spain’s Catalonia region, is known for its art and architecture.",Cold,Europe,Urban,Sports
434,Bordeaux,5/10/2024,5/18/2024,8,Park Min Woo 434,27,Male,South Korean,Hostel,$500 ,Flight,$20 ,"Seoul, South Korea is a renowned city known for its vibrant culture and rich history.",Moisture,Asia,Rural,Cultural
435,Marseille,6/20/2024,6/27/2024,7,Michael Chen 435,26,Male,Chinese,Hotel,"$1,200 ",Flight,$300 ,"Los Angeles, USA is a renowned city known for its vibrant culture and rich history.",Dry,North America,Archaeological,Therapeutic
436,Athens,7/15/2024,7/23/2024,8,Sofia Rossi 436,33,Female,Italian,Airbnb,$800 ,Flight,$100 ,"Rome, Italy is a renowned city known for its vibrant culture and rich history.",Hot,South America,Coastal,Recreational
437,Thessaloniki,8/5/2022,8/12/2022,7,Sarah Lee 437,35,Female,South Korean,Resort,500 USD,Flight,800 USD,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Rainy,Africa,Desert,Religious
438,Krakow,1/1/2023,1/9/2023,8,Alex Kim 438,29,Male,American,Hotel,1000 USD,Flight,200 USD,"Tokyo, Japan’s busy capital, mixes the ultramodern and the traditional, from neon-lit skyscrapers to historic temples.",Cold,Australia,Urban,Archaeological
439,Gdansk,4/15/2023,4/22/2023,7,Maria Hernandez 439,42,Female,Mexican,Resort,800 USD,Flight,500 USD,"Cancun is known for its beaches, numerous resorts, and nightlife.",Moisture,Europe,Rural,Environmental
440,Malaga,6/7/2023,6/14/2023,7,John Smith 440,46,Male,British,Hotel,1200 USD,Flight,700 USD,"Paris, France is a renowned city known for its vibrant culture and rich history.",Dry,Asia,Archaeological,Sports
441,Granada,9/1/2023,9/10/2023,9,Mark Johnson 441,31,Male,South African,Guesthouse,400 USD,Flight,300 USD,"Cape Town, SA is a renowned city known for its vibrant culture and rich history.",Hot,North America,Coastal,Cultural
442,Bilbao,11/12/2023,11/19/2023,7,Amanda Chen 442,25,Female,Taiwanese,Resort,600 USD,Flight,700 USD,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Rainy,South America,Desert,Therapeutic
443,Doha,2/5/2024,2/12/2024,7,David Lee 443,38,Male,Australian,Hotel,900 USD,Flight,600 USD,"Sydney, Aus is a renowned city known for its vibrant culture and rich history.",Cold,Africa,Urban,Recreational
444,Muscat,5/15/2024,5/22/2024,7,Nana Kwon 444,27,Female,Korean,Hotel,400 USD,Flight,400 USD,"Bangkok, Thai is a renowned city known for its vibrant culture and rich history.",Moisture,Australia,Rural,Religious
445,Kuwait City,8/20/2024,8/27/2024,7,Tom Hanks 445,60,Male,American,Hotel,1500 USD,Flight,1000 USD,"New York City comprises 5 boroughs sitting where the Hudson River meets the Atlantic Ocean, with iconic sites like the Empire State Building and Central Park.",Dry,Europe,Archaeological,Archaeological
446,Manama,1/1/2025,1/8/2025,7,Emma Watson 446,32,Female,British,Resort,700 USD,Flight,800 USD,"Phuket, Thai is a renowned city known for its vibrant culture and rich history.",Hot,Asia,Coastal,Environmental
447,Nairobi,4/15/2025,4/22/2025,7,James Kim 447,41,Male,American,Hotel,100,Flight,,"Rome, Italy is a renowned city known for its vibrant culture and rich history.",Rainy,North America,Desert,Sports
448,Dar es Salaam,11/23/2022,12/2/2022,9,David Lee 448,45,Male,South Korea,Hostel,$200 ,Flight,"$1,200 ",Sydney is a renowned city known for its vibrant culture and rich history.,Cold,South America,Urban,Cultural
449,Victoria,1/6/2024,1/14/2024,8,Maria Garcia 449,27,Female,Spain,Airbnb,$500 ,Flight,"$1,500 ",Cape Town is a renowned city known for its vibrant culture and rich history.,Moisture,Africa,Rural,Therapeutic
450,Addis Ababa,7/22/2024,7/28/2024,6,Olivia Kim 450,29,Female,South Korea,Villa,"$1,200 ",Flight,"$1,000 ",Bali is a renowned city known for its vibrant culture and rich history.,Dry,Australia,Archaeological,Recreational
451,Cairo,2/5/2022,2/14/2022,9,Alice Smith 451,32,Female,American,Hotel,1000,Flight,700,"Tokyo, Japan’s busy capital, mixes the ultramodern and the traditional, from neon-lit skyscrapers to historic temples.",Hot,Europe,Coastal,Religious
452,Alexandria,3/15/2022,3/22/2022,7,Bob Johnson 452,47,Male,Canadian,Hotel,1200,Flight,500,"Paris, France is a renowned city known for its vibrant culture and rich history.",Rainy,Asia,Desert,Archaeological
453,Dakar,5/1/2022,5/12/2022,11,Cindy Chen 453,26,Female,Chinese,Airbnb,800,Flight,1000,"Sydney, Aus is a renowned city known for its vibrant culture and rich history.",Cold,North America,Urban,Environmental
454,Luanda,6/10/2022,6/17/2022,7,David Lee 454,38,Male,Korean,Hotel,900,Flight,400,"Rome, Italy is a renowned city known for its vibrant culture and rich history.",Moisture,South America,Rural,Sports
455,Antananarivo,7/20/2022,7/30/2022,10,Emily Kim 455,29,Female,Korean,Hostel,500,Flight,800,"Bali is a popular travel destination known for its forested volcanic mountains, iconic rice paddies, beaches and coral reefs.",Dry,Africa,Archaeological,Cultural
